CustomerID,Age,Income,ExperienceYears,Gender,City,Education,RandomNoise,Purchased
10103,34.0,,14.922123727638821,Female,New York,Master,0.6248740996069989,1
10449,39.0,24461.245936432395,28.739128012962958,Female,New York,High School,0.24150062799283345,0
10107,50.0,57378.78757259758,33.521822093321894,Female,Berlin,PhD,0.012156771477386807,0
10085,41.0,,29.03061361629905,Female,London,Master,0.9670352752561462,1
10241,20.0,22926.768490032213,3.3089710090220965,Female,Tokyo,,0.9207666084633573,0
10174,28.0,41695.26041979227,11.709301840696611,Male,London,,0.5976682827027031,0
10450,46.0,65437.33455988466,25.588976296090806,Male,New York,Master,0.21491263703639585,1
10285,37.0,44727.297739380374,20.039511645192146,Male,Tokyo,High School,0.5355538148796726,0
10382,30.0,46175.34173868717,16.152818455531555,Male,Berlin,High School,0.8549740195614743,1
10272,52.0,42685.906638912595,33.923337787025666,Female,New York,High School,0.1594922625413583,1
10157,46.0,49509.578778588606,30.617371984840435,Male,New York,High School,0.07697946706496628,0
10138,56.0,46265.5377728139,38.39890902244063,Male,New York,,0.06750254668382194,1
10105,52.0,41346.44516506395,37.32611074174872,Male,Tokyo,High School,0.8328303767882711,0
10362,64.0,9546.700355876426,42.711174739314394,Female,New York,Master,0.419271661166022,1
10333,61.0,,42.82714360889924,Female,Tokyo,High School,0.05773215922511721,1
10123,,47864.3077246806,45.23876069808166,Male,Berlin,PhD,0.332456157148712,0
10151,54.0,51111.42170629663,34.49383732694216,Male,Berlin,PhD,0.48303969755889,0
10391,31.0,38332.74968613687,12.157974769399678,Female,New York,High School,0.8773504531328387,1
10420,64.0,26650.562397141442,46.14658021097711,Male,New York,High School,0.5484191629935626,1
10033,,45345.99865109816,16.66889238687031,Female,London,High School,0.5444969591038651,0
10141,32.0,70529.47336298523,9.430439285648676,Male,London,High School,0.9706765454097441,1
10007,36.0,42604.985980117504,18.623063061489333,Male,Tokyo,Bachelor,0.22612533124967193,0
10417,62.0,65735.13838755334,42.71178337662424,Female,Berlin,,0.005313475668345946,0
10386,37.0,68691.27788746444,21.276785769360295,Male,London,Master,0.38782608991693124,1
10136,43.0,,28.220895249579314,Male,London,Master,0.432018927594506,1
10461,64.0,39113.84280269802,42.32817919971323,Female,Tokyo,Master,0.27194603941844875,0
10070,51.0,49714.75688145967,37.26151274396956,Female,London,Bachelor,0.3805177098698945,0
10303,38.0,37252.33445802813,20.71636747707954,Female,London,PhD,0.8588167711681547,0
10062,19.0,28278.734877540137,1.8675059317234544,Female,Berlin,Master,0.3356104542698427,1
10469,38.0,65804.62694911759,21.122169709542717,Female,Tokyo,,0.6946409588937278,0
10402,39.0,46395.119027627974,18.052537819385073,Female,Tokyo,Bachelor,0.5590592849466022,1
10167,23.0,64327.134807518574,6.056166189542891,Female,Tokyo,,0.9650153694544719,0
10369,120.0,33402.11136887495,21.030730619777504,Female,London,PhD,0.6886316293078756,1
10227,23.0,49246.42835826294,5.592798814077199,Female,New York,Bachelor,0.08114917853623915,1
10360,41.0,46313.85403871084,22.48078452714839,Female,Berlin,High School,0.2043163833989703,0
10135,22.0,51012.777221151635,4.582269978694923,Male,London,Master,0.2763191084658536,1
10376,46.0,41395.069896796456,20.501782855379282,Female,New York,Master,0.8433261677878832,0
10121,54.0,59342.748985212485,36.13930964446845,Male,Berlin,Master,0.43276687959926263,0
10480,48.0,67239.09989428514,30.508082472108235,Female,Tokyo,Master,0.3683472137943513,0
10364,40.0,46535.98204686983,26.783515189674915,Male,London,Master,0.7927581135728128,0
10278,50.0,63066.87055147538,35.44629710111631,Female,London,PhD,0.8141256855911618,0
10307,20.0,42835.13829852325,1.8883332904704753,Female,London,,0.7483558536657398,0
10271,58.0,43821.84550816299,37.985129896185846,Female,New York,Bachelor,0.26023659798522936,0
10488,33.0,59486.116085832815,11.723061705982264,Female,Berlin,,0.03897932066113041,1
10399,40.0,57340.61841841877,17.28849818913047,Male,Berlin,Bachelor,0.8038145451934468,0
10400,120.0,31668.082866620818,18.031115590288987,Male,Tokyo,Bachelor,0.4334722327556344,1
10255,42.0,41346.62195715277,27.141294907836464,Female,New York,PhD,0.6493223245768817,0
10315,55.0,55659.50739567279,38.039465427693976,Male,Berlin,High School,0.11755130015021997,0
10193,41.0,54668.75231815304,15.72836202011313,Female,New York,PhD,0.8398016066644267,0
10265,18.0,40940.22219926269,4.140274062442355,Female,Berlin,,0.49109572938316515,0
10095,24.0,37875.525719672725,9.565179820344252,Male,London,High School,0.8652957589089124,0
10485,22.0,77186.72836995393,7.708279525631312,Female,Tokyo,Master,0.8791857726012476,1
10061,21.0,53480.74906036454,4.477353792024447,Female,London,Master,0.34534195224488784,1
10218,23.0,29021.486392712883,5.178891109760523,Female,New York,PhD,0.2483762603698002,1
10017,19.0,41597.284397045456,-0.5481341846521217,Female,Tokyo,Bachelor,0.8484253790905247,0
10032,,,15.801150797607777,Female,Tokyo,Master,0.07845581631712395,1
10118,50.0,50078.65549577275,32.086234468804456,Female,Tokyo,Master,0.06835320030995862,1
10008,40.0,41159.52864583683,22.81473651158612,Male,New York,Bachelor,0.30419871963628087,1
10205,19.0,63224.59635424176,1.0806575169835924,Female,London,Master,0.4344033190066098,0
10150,47.0,72535.35578144042,30.32004335016,Female,New York,PhD,0.2053329387067998,0
10434,40.0,,19.493958840220728,Female,London,High School,0.8904095172193285,0
10318,25.0,63044.088801584905,13.265124114342182,Male,London,Master,0.7187396178535302,1
10414,56.0,63860.40528810352,38.671742402193985,Male,Berlin,Bachelor,0.21766739958053605,0
10427,36.0,48549.30332194411,15.921284406612278,Female,Tokyo,Master,0.5180080664046248,0
10080,38.0,,18.16163392854684,Male,London,Bachelor,0.43766132814820347,0
10476,27.0,41365.43260643339,10.674980737565168,Male,New York,PhD,0.7608513309307817,0
10347,50.0,72943.2547919092,33.265762262705856,Male,Berlin,High School,0.41195809503410197,0
10112,45.0,24302.98206363684,26.498645759049438,Female,New York,Master,0.3067765995221412,0
10195,49.0,,33.28124396843289,Male,Tokyo,High School,0.6724604980250288,1
10130,54.0,,35.714113402839146,Male,Tokyo,Master,0.1989921389594368,1
10011,41.0,39606.35607109019,26.15945855999871,Male,New York,Master,0.001473822086311416,0
10003,60.0,58824.75809726865,43.37754023768531,Male,London,PhD,0.4165658284822922,0
10197,41.0,35666.89339099362,24.276372685354893,Male,London,PhD,0.10189310087293679,0
10228,39.0,46415.77929700386,27.225782617875797,Female,Tokyo,PhD,0.9514907101767872,0
10117,51.0,41009.374655693406,31.819983563017917,Female,Tokyo,Bachelor,0.4045273855738697,0
10239,36.0,58558.98002889739,24.42681107583559,Male,Berlin,PhD,0.06845871933357806,1
10182,58.0,59212.50050065138,37.97082309382219,Male,London,Bachelor,0.20263263413534316,0
10166,62.0,,43.27629182643101,Male,New York,PhD,0.015110684214475034,0
10286,52.0,50276.27568784328,33.85923826336245,Male,New York,High School,0.3568859751711102,0
10388,25.0,44859.68608879477,7.312603311855629,Female,Tokyo,Master,0.9017740285462287,1
10145,30.0,23618.907703653287,11.802749216781036,Female,London,High School,0.7045544280274453,0
10133,20.0,51735.11951439288,2.5598273694690743,Male,Tokyo,High School,0.10137289755315915,0
10204,34.0,75307.12452608848,15.337107478511008,Male,Tokyo,PhD,0.25871164215544096,0
10343,,48113.19619850528,25.737172449941927,Female,Berlin,High School,0.6964298070361072,0
10455,54.0,,40.88518986938561,Male,Tokyo,Bachelor,0.07697166938087407,0
10390,,28887.32457923268,12.738106233399972,Female,Tokyo,Master,0.06697361202527152,1
10268,54.0,67516.73092489711,37.48209055884821,Female,Tokyo,PhD,0.7644407280755043,1
10109,59.0,,44.50788677133702,Male,New York,Bachelor,0.05183579911972902,1
10371,57.0,50888.27651021732,42.029451268027906,Female,Berlin,High School,0.009978776658449373,0
10456,39.0,22386.88653002532,19.862616777037537,Male,London,PhD,0.6961561451379252,0
10171,61.0,,46.351887494764384,Male,London,Bachelor,0.6100074170794857,1
10194,32.0,96183.21212682856,9.24829152954283,Male,London,PhD,0.18854060574925113,0
10320,44.0,56201.523548355515,29.32454845021255,Female,Tokyo,Master,0.5149333499132595,1
10077,31.0,72991.08369503866,8.452767655008305,Female,Berlin,PhD,0.011417983454073632,1
10094,42.0,82847.04399826509,23.950731311781745,Male,Tokyo,PhD,0.13171502857909356,0
10287,42.0,75146.55968412924,25.431122481669366,Female,New York,High School,0.353789158736436,0
10336,46.0,38142.88316832032,31.31657779887395,Male,Tokyo,PhD,0.21955392322980194,1
10283,55.0,34878.70533623894,40.48248036213556,Female,New York,,0.24995694639762123,0
10059,53.0,42395.85236943305,36.14722923855215,Male,New York,Master,0.807070903866703,0
10245,24.0,36435.25062343387,2.931622304404783,Male,New York,Master,0.3684489199165789,0
10016,39.0,37565.07483616892,23.814851417927994,Female,Berlin,Master,0.7418963269587151,0
10135,22.0,51012.777221151635,4.582269978694923,Male,London,Master,0.2763191084658536,1
10262,33.0,58656.081907708096,16.95696863524026,Female,Tokyo,High School,0.30104607783431303,0
10156,60.0,55760.98173408961,38.159086803987314,Male,Berlin,Master,0.6036372005593751,0
10261,24.0,38046.57116794285,8.650979812460017,Female,New York,Bachelor,0.021913328775008956,1
10240,43.0,38551.11265186225,30.182629510302135,Female,Tokyo,PhD,0.3711129384301278,0
10304,37.0,62455.03724816369,18.22287356253789,Female,New York,,0.6769407829968374,1
10470,56.0,35759.01666752085,41.68300697741988,Female,London,PhD,0.2187156129979273,1
10043,21.0,61874.94040944404,1.431419918540195,Female,London,Master,0.7144241640712422,1
10490,,59327.149433257946,18.63929309993755,Female,Berlin,High School,0.32302734575409386,0
10142,32.0,35526.14809129843,12.323234458185235,Male,London,High School,0.1133035047274642,1
10289,42.0,46713.49206786704,20.15102332743429,Female,Tokyo,High School,0.7892928483196856,0
10389,,44428.38701006313,44.81222061630143,Female,Tokyo,Bachelor,0.20347274249759584,1
10353,35.0,51099.76950782606,13.317176554589022,Male,New York,High School,0.11720390568023342,0
10398,,42132.196005803395,33.75494981800694,Female,Berlin,Bachelor,0.3754689284665004,1
10189,120.0,70503.11401166787,34.04212806209283,Female,Tokyo,High School,0.25310153917960876,1
10099,61.0,42113.674674788585,46.13248263120722,Female,New York,,0.8714140341908543,0
10295,52.0,67156.31064810394,36.55066522634048,Male,New York,,0.5056341534219588,0
10212,18.0,34441.30768510315,5.3930595805485675,Male,London,High School,0.7140527233781268,0
10108,22.0,,7.200024068767462,Female,Berlin,PhD,0.6740199190587927,1
10477,22.0,51830.147219680424,4.228016174237235,Male,Tokyo,PhD,0.18772240569225207,0
10441,49.0,47240.24995470981,30.61053790079972,Female,Berlin,Bachelor,0.5788067545119405,1
10482,36.0,49475.17264254557,17.6663218159539,Female,London,PhD,0.031149092793391064,0
10156,60.0,55760.98173408961,38.159086803987314,Male,Berlin,Master,0.6036372005593751,0
10329,36.0,33117.66429052435,19.487045663917815,Female,Berlin,Master,0.22236130474817029,0
10413,22.0,,5.6574698632514435,Female,New York,High School,0.008363681876857099,0
10082,62.0,53361.38722715625,44.857596172174716,Male,New York,High School,0.7048710100433817,1
10317,62.0,,35.311233865418934,Female,Berlin,High School,0.001992135219070268,1
10276,37.0,54346.62285344619,21.315096131945033,Female,Tokyo,High School,0.6642193849889683,0
10035,61.0,48047.85418448473,46.19644112519605,Male,London,High School,0.16732130400106038,0
10053,61.0,45179.2123752051,40.004937877783625,Male,Berlin,PhD,0.4617161438131191,0
10029,44.0,62202.644540009576,26.589664329534724,Female,Tokyo,Bachelor,0.39319520102792227,1
10492,,39092.94236262697,33.957988619945084,Male,Tokyo,,0.8881181889340358,1
10200,56.0,38654.73882073545,37.9891923827283,Male,Tokyo,High School,0.0926254830513672,1
10055,64.0,41544.13170794038,45.35803346732347,Male,New York,Master,0.6945954272532854,0
10000,56.0,81995.500619844,39.67937134379312,Female,Tokyo,PhD,0.12786680122241756,0
10477,22.0,51830.147219680424,4.228016174237235,Male,Tokyo,PhD,0.18772240569225207,0
10342,41.0,35155.92769612129,23.9079063957171,Male,London,High School,0.5409050038380808,0
10031,45.0,50315.05762449138,22.543318880889082,Female,London,Master,0.6610142542473203,1
10316,55.0,61354.829249680275,39.994030329578955,Male,New York,PhD,0.16528449014295743,1
10435,26.0,49145.81564418399,14.435447383320165,Female,London,Master,0.7499777984520708,1
10454,33.0,74982.11666693864,16.706949237555826,Female,Tokyo,Bachelor,0.18792038081532303,0
10131,64.0,38772.701951651696,46.83706457731102,Female,New York,PhD,0.41833386410228013,1
10159,30.0,48663.19940730817,11.702472408661851,Female,Tokyo,,0.951423220845566,0
10126,44.0,60674.223171333346,25.076665295140998,Female,Berlin,Master,0.9444485826943034,0
10495,37.0,59310.08146326017,18.072650607392497,Female,Tokyo,Bachelor,0.9961576734987788,1
10206,19.0,,1.6251484238426575,Female,Tokyo,High School,0.723447817850001,0
10100,25.0,38613.01007669453,9.045674468878934,Female,London,Bachelor,0.672702994208898,1
10160,49.0,30432.957492427202,36.539910988143,Female,New York,Bachelor,0.29729079030733363,1
10444,62.0,41903.60479535958,46.89163735038473,Male,Tokyo,Bachelor,0.4739212201161027,0
10321,51.0,78151.937188371,29.880282218623407,Female,Berlin,Master,0.1613628010553837,1
10442,42.0,50276.5089959809,24.131434415937328,Male,London,PhD,0.6323913243283874,1
10210,49.0,,27.995139970315254,Female,London,High School,0.6376882468959355,1
10354,42.0,,25.792200209549573,Female,New York,PhD,0.33720657556575206,1
10196,49.0,48081.2361277885,33.357400475952495,Female,Tokyo,Master,0.9770069544389435,0
10177,56.0,50528.95327957593,41.98745759039729,Male,Tokyo,PhD,0.10590580440375763,1
10040,26.0,,6.663492435797685,Male,Tokyo,PhD,0.26532613755546697,0
10221,28.0,42693.11924352956,11.18045615626525,Male,Berlin,,0.2475597702798864,1
10302,31.0,43109.58650689634,16.090850362095527,Male,New York,High School,0.19386306793689267,0
10412,,54891.99533363177,42.94108660321996,Male,Berlin,Bachelor,0.7087656552291542,1
10140,26.0,59680.639243777216,11.585139886774527,Male,New York,Bachelor,0.17936468201221045,1
10332,34.0,,23.210246755714827,Male,Tokyo,Bachelor,0.24535231416621106,0
10338,23.0,78230.3674471255,6.916190666087553,Female,Berlin,PhD,0.6163004859257241,1
10067,35.0,72130.34325424329,15.333568642519236,Female,Tokyo,High School,0.5620727944025711,0
10114,26.0,,11.61952689952507,Male,New York,PhD,0.6212924490496101,1
10411,61.0,45356.803410290144,44.321424213881194,Male,Tokyo,High School,0.656729484721608,1
10358,,46106.12972954593,38.54983323890242,Female,London,Master,0.391859373188026,1
10014,41.0,,23.084955128391382,Male,New York,High School,0.22429348328504506,0
10306,24.0,51073.49355829089,5.785196221757809,Female,London,Master,0.8587642793494722,0
10421,,59090.14927018459,34.121775073611644,Male,Tokyo,High School,0.06646332577627212,0
10058,34.0,53674.49856663084,12.631833935313104,Female,Tokyo,High School,0.274071589342191,0
10403,39.0,,20.326100550008928,Female,London,High School,0.3211621526359535,1
10027,61.0,66481.65277980786,41.68080682517748,Male,Berlin,PhD,0.9848584027624758,1
10201,,28666.19435603489,-2.4750940675776283,Male,Berlin,,0.7483843496762314,0
10479,51.0,48559.10150413025,30.2379792207619,Female,New York,PhD,0.6989488284873856,0
10305,25.0,37158.74261136699,6.410950452745065,Male,New York,Bachelor,0.8379083748518036,1
10294,19.0,,5.502279371902933,Male,London,Master,0.35442494879305486,1
10076,25.0,57790.197713617585,7.608769062553899,Female,New York,Master,0.8389973277180107,0
10423,33.0,76321.91272976546,13.011297247347155,Female,Berlin,PhD,0.583713587731364,0
10445,18.0,38325.42911896531,6.631569004774054,Male,New York,Master,0.716397111958099,0
10191,59.0,46264.45940665432,35.331377807163406,Male,New York,,0.9575810150838173,1
10462,47.0,52801.50146715617,29.102250404777678,Male,Berlin,PhD,0.6923589224610581,1
10054,25.0,56193.97181413436,9.952967195429752,Male,Tokyo,Master,0.9209945210965759,0
10250,35.0,40222.45838296761,15.550440613101879,Male,Tokyo,Bachelor,0.6302472194561579,0
10468,43.0,35361.90120534001,19.018793072285632,Male,New York,PhD,0.1909265850716435,0
10311,39.0,,20.757850259674253,Male,London,PhD,0.6736454174749077,0
10467,43.0,29724.730915754997,27.500586884826774,Male,Tokyo,Master,0.26951186229227264,1
10246,58.0,59578.88688166061,39.227870387729965,Male,London,Bachelor,0.8953460891531693,1
10244,49.0,53895.83752582223,32.84055391819125,Male,Berlin,High School,0.2688535143821935,0
10208,40.0,51160.524614714275,21.25846785243821,Male,Tokyo,PhD,0.5894539894846972,1
10344,63.0,50835.87368433042,44.80758496022102,Female,Tokyo,PhD,0.7021460961818294,1
10064,59.0,39223.33668121346,39.08678004724605,Female,Tokyo,Master,0.8565372237479268,1
10211,50.0,58083.65065526988,31.156699121342136,Male,Berlin,PhD,0.2420220799808772,0
10111,58.0,42962.365218429426,41.946129662768925,Male,London,Bachelor,0.2876327290436782,1
10023,,41126.42916746255,18.563754135009567,Female,Berlin,PhD,0.18161396775660266,0
10340,58.0,73897.79939959096,44.90029459690329,Female,London,,0.4157751035233219,0
10387,18.0,18899.146513877757,0.8435742719081274,Female,Tokyo,High School,0.8035376594626034,0
10274,33.0,,16.630800463783295,Male,London,High School,0.07049194564314465,1
10149,21.0,60763.133836939436,-3.596417869860246,Female,Berlin,High School,0.2642762631586393,0
10203,54.0,33776.779945784074,38.63208687172701,Male,Berlin,High School,0.43402097270875883,0
10397,19.0,33064.22343174156,5.176006859033798,Male,New York,High School,0.07410542257486707,1
10243,37.0,50721.27419992073,19.360093980154783,Female,Tokyo,PhD,0.5383319432557134,1
10045,31.0,59425.1826389642,12.154646173418477,Female,London,Bachelor,0.10251596406647445,0
10233,23.0,35336.67132802174,3.5483424978370355,Female,London,,0.5442539661136977,0
10249,56.0,31834.75700356315,39.94158781910822,Female,Tokyo,PhD,0.45434542306765513,0
10392,29.0,33341.36231801257,5.921129557413844,Male,Tokyo,High School,0.3894049389788753,0
10393,40.0,76284.05665135435,21.704981119615752,Female,New York,Bachelor,0.5417609642675633,0
10431,43.0,66549.52823024782,28.743226218021203,Female,New York,High School,0.7422531871990872,1
10439,,489191.6912827258,47.24139729235449,Female,New York,PhD,0.6541327370278737,0
10005,38.0,40659.50720269109,15.017117199452025,Male,London,PhD,0.054634420000972295,1
10465,,28900.083547276667,6.332313061389118,Male,Berlin,,0.6363742815333744,0
10365,19.0,60443.095472201276,-1.5408840449549834,Female,Berlin,,0.06904590631459973,1
10424,30.0,18771.058881744168,7.792184184600919,Male,Tokyo,Master,0.7819599771579592,0
10152,40.0,,18.93630154860786,Female,London,High School,0.2685337560676073,1
10179,18.0,53209.69866101333,2.127011272765537,Female,Tokyo,Bachelor,0.9447362587830797,1
10410,25.0,,2.221018799404992,Female,Berlin,Master,0.7227377522388047,0
10073,31.0,45670.120416197926,14.414246669159212,Male,Tokyo,High School,0.7344439320755914,1
10405,23.0,56663.9496722906,2.094966635409094,Male,Tokyo,Master,0.3505205342861618,1
10128,18.0,26988.287438965664,0.7481510511322658,Female,New York,Master,0.6714791486672069,0
10407,60.0,,37.99792351524539,Female,London,Master,0.06871367772396098,0
10291,35.0,134663.76291905378,15.518730250516063,Male,Berlin,High School,0.9137884438732593,0
10266,29.0,51298.8468120935,9.123311895471412,Male,New York,Bachelor,0.9271106288584273,0
10024,50.0,58206.460717550566,35.767268376720565,Male,New York,Bachelor,0.3709410081577652,0
10370,34.0,88600.3970487479,20.92604548040911,Female,Tokyo,Bachelor,0.2532723835227151,0
10351,50.0,25177.14992201346,34.892261504865075,Male,London,PhD,0.11539464217891737,1
10284,57.0,21938.121184612166,37.596896396064324,Male,New York,PhD,0.5150056597097231,0
10026,39.0,46734.78195159169,20.43938506751592,Male,Tokyo,High School,0.8066935196947392,0
10104,25.0,64256.35757279075,8.771964492076927,Male,Berlin,,0.5717459831437487,0
10323,47.0,31330.179450328746,25.839753310479033,Female,London,,0.01912896643728701,0
10330,21.0,86686.27969425239,3.451256715430729,Female,Berlin,High School,0.5192245707802051,1
10134,18.0,67689.45776095739,-1.3393008436515847,Female,New York,PhD,0.27785277608971226,1
10041,56.0,31787.17080818402,42.360153431353105,Female,Berlin,PhD,0.6015538792998241,0
10220,21.0,40240.361463172594,5.09466994084077,Male,Tokyo,Master,0.2708063280369726,1
10214,19.0,36865.726199228644,-0.7135369693483904,Female,New York,Master,0.1992703364668008,0
10219,49.0,58444.538550358564,29.059189666883277,Male,Tokyo,Bachelor,0.21440648299316456,0
10359,,27452.855703228408,45.37672936041463,Male,New York,Bachelor,0.8956747776187787,0
10297,58.0,43770.681291487985,38.952226887044716,Male,London,High School,0.8763194331423115,0
10499,50.0,59158.786179257346,34.87010695038375,Male,Tokyo,Master,0.5767023988577563,0
10383,24.0,72559.89482874033,7.691727360157079,Female,Berlin,PhD,0.8825598767723473,1
10282,53.0,19428.13197233219,31.115955572837283,Female,Berlin,High School,0.309806875322469,0
10072,53.0,49722.30296011415,32.502933280687316,Female,Berlin,PhD,0.786205652261058,1
10404,59.0,,42.65015629707366,Male,London,High School,0.22011132590475313,0
10013,57.0,54609.49281314914,41.044502092117874,Male,New York,,0.9668454997992854,0
10341,54.0,42331.76485353222,32.56096382094394,Male,Tokyo,High School,0.42894433343014426,0
10298,53.0,59491.72799159427,34.03509484634785,Female,London,Bachelor,0.1025679625835898,1
10486,62.0,60616.279031832135,47.27393036178281,Male,Tokyo,PhD,0.24339668321853047,0
10281,25.0,,3.6409903161215684,Male,London,PhD,0.28918744629594983,1
10231,50.0,61330.86838738634,32.593732350387945,Female,Berlin,Bachelor,0.8229838050417675,1
10036,20.0,51454.93947489077,0.4481346496988836,Female,New York,,0.7806317174255571,0
10384,53.0,10235.45287410482,36.78426302499586,Female,Tokyo,Bachelor,0.4663097561401701,1
10079,57.0,,44.38763301928657,Female,Berlin,Master,0.970257109726057,1
10416,,42159.154692214404,5.375673507943722,Female,London,PhD,0.48398936817974714,0
10093,18.0,52750.130086075274,0.6713638549166955,Female,New York,Bachelor,0.3965536819899632,0
10310,29.0,65563.0991638685,13.197920231646737,Male,London,High School,0.16036540611974315,1
10331,,51938.31772962841,35.09488300739868,Male,New York,Master,0.6077526830956526,0
10092,62.0,63084.80955081017,42.44716610289149,Female,Tokyo,Bachelor,0.5527070757185453,1
10248,57.0,49008.80302029025,40.197669367815834,Male,Tokyo,Bachelor,0.7873870267523329,0
10463,63.0,38669.256014700164,42.69008030682407,Female,New York,PhD,0.2640619846937188,0
10057,31.0,53655.30817237868,15.024458476499811,Male,Berlin,Bachelor,0.8616909037873453,1
10293,35.0,61562.9779083045,15.715654517102262,Male,Berlin,PhD,0.32674254203004083,0
10275,20.0,43685.232787696055,0.8881570037416822,Male,New York,High School,0.18564670490124302,0
10247,50.0,25077.1990659656,26.99424777836723,Female,London,PhD,0.6664630475268357,0
10464,22.0,326617.86364096624,4.701357735372243,Male,New York,Master,0.9390684794502916,0
10355,59.0,30573.818419045758,43.10351822693269,Female,Tokyo,High School,0.14284196481433187,0
10448,22.0,56123.79133571708,3.7351538549462355,Male,Berlin,Master,0.31382680822441555,0
10471,53.0,89485.73097256086,31.371076943926383,Female,London,PhD,0.5953032659274891,1
10401,42.0,60694.97645258582,26.82231356396465,Female,London,Master,0.9971823539029504,1
10263,43.0,46954.31920935511,20.270823529047252,Female,New York,High School,0.5026312426301305,1
10216,43.0,63892.66321297462,29.198066309758005,Male,Tokyo,PhD,0.7387231507265664,0
10173,47.0,34471.365163709386,30.37025965746135,Female,Berlin,PhD,0.27109625376406576,0
10185,23.0,41362.7263903298,0.7076746936458553,Male,Tokyo,Master,0.6801118854469727,1
10089,58.0,64389.0623912781,37.80720988017424,Female,Tokyo,Bachelor,0.862640471149179,0
10418,49.0,39434.84464185861,31.36689250909685,Female,Tokyo,,0.8044946424318223,0
10154,62.0,24449.26340967268,44.731402141313595,Male,London,Master,0.6567560634745571,0
10148,49.0,45958.89748333163,26.65595829875127,Female,New York,PhD,0.39761237855287057,0
10234,33.0,51489.98458143839,14.038958075417039,Female,Berlin,High School,0.2002820178676259,1
10207,45.0,72199.16208335038,20.87479539472713,Male,London,Bachelor,0.009054161580370979,0
10489,,64588.316744400945,22.050774650915596,Male,London,High School,0.6668473913056581,1
10379,52.0,41848.62843299352,29.063803759129325,Male,Berlin,,0.79155820259137,0
10478,53.0,,36.616267977339106,Male,New York,,0.08838494698451871,0
10308,34.0,57184.697386195876,18.182888630910938,Male,Tokyo,Bachelor,0.43921060124971734,0
10256,40.0,62535.38168097712,27.051783074373606,Male,London,Master,0.9362806214689267,1
10143,43.0,60290.77189997659,26.131635625193564,Female,London,PhD,0.40360100236159124,1
10345,48.0,66412.87277706423,30.986287230910442,Female,Tokyo,High School,0.17169390770544957,1
10270,26.0,55064.039931128034,6.34908453846374,Male,New York,,0.655173714524338,1
10253,,44231.66683655262,5.606875359370539,Female,New York,High School,0.4276013337033373,0
10260,52.0,12925.332498090662,33.482118100177544,Female,London,High School,0.4439194545063778,0
10428,34.0,41826.21369786575,13.844778203292407,Male,Tokyo,High School,0.140324518193515,0
10025,29.0,46967.110213491585,8.316178093341488,Female,London,High School,0.90194019674915,1
10235,46.0,,29.272497839205748,Male,Berlin,Master,0.6167836078525412,1
10254,,65094.39213821661,27.673355455679918,Female,London,High School,0.4425455148147456,1
10328,22.0,54199.529394797304,6.610203192066263,Female,Tokyo,Master,0.10534548448133318,0
